"MDR","Region","Type","Category","Month","N_Merchant","N_EDC","A_Merchant","A_EDC","Tranasaction","Value","Inactive_Terminal","Active_Terminal"
381220.602151006,"Region10","retail","Restaurants","April",1,7,0,4,18412,1951143,148,1212
278401.437471621,"Region10","retail","Restaurants","May",0,0,1,2,14085,1418744,176,1808
264457.388920709,"Region10","retail","Restaurants","June",0,0,0,1,15915,1307054,152,1570
338895.084755495,"Region10","retail","Restaurants","July",0,0,0,3,10427,1225672,180,1205
176398.52501452,"Region10","retail","Restaurants","August",0,0,0,0,12388,1099487,136,1048
241374.648851342,"Region10","retail","Restaurants","September",1,6,0,0,13945,1107758,134,1882
182092.772889882,"Region10","retail","Restaurants","October",1,6,0,0,13398,1005134,181,1155
101031.819125637,"Region10","retail","Restaurants","November",1,4,0,1,10788,1808660,130,1104
229202.447668649,"Region10","retail","Airline","January",2,11,0,0,19361,1097933,131,1647
225739.507819526,"Region10","retail","Airline","February",0,0,1,3,14383,1190813,111,1724
125951.118627563,"Region10","retail","Airline","March",2,15,0,0,10650,1879392,143,1952
249173.303297721,"Region10","retail","Airline","April",1,6,0,0,19177,1544799,163,1228
250192.001112737,"Region10","retail","Airline","May",0,0,0,0,18348,1091983,112,1227
277788.528613746,"Region10","retail","Airline","June",0,0,1,5,12543,1844269,178,1586
220187.721773982,"Region10","retail","Airline","July",1,6,0,0,12890,1008544,118,1646
389750.105328858,"Region10","retail","Airline","August",2,13,0,2,19529,1891181,170,1868
108040.117030032,"Region10","retail","Airline","September",1,8,0,0,12857,1646566,138,1786
168115.491000935,"Region10","retail","Airline","October",2,7,1,0,11992,1390774,189,1654
305567.557248287,"Region10","retail","Airline","November",1,7,0,4,13019,1727954,168,1318
172408.082592301,"Region10","retail","Hardware Store","January",2,12,0,4,15687,1642005,104,1599
371885.252464563,"Region10","retail","Hardware Store","February",1,5,0,0,11312,1575147,169,1179
104236.814845353,"Region10","retail","Hardware Store","March",1,7,0,0,19917,1014775,138,1298
284603.778435849,"Region10","retail","Hardware Store","April",1,7,0,0,13971,1560601,160,1953
294459.264469333,"Region10","retail","Hardware Store","May",2,7,0,0,10572,1363686,179,1446
287468.164763413,"Region10","retail","Hardware Store","June",0,0,0,0,13546,1320925,105,1434
251164.036383852,"Region10","retail","Hardware Store","July",2,12,0,0,19403,1061645,162,1079
370843.796734698,"Region10","retail","Hardware Store","August",0,0,0,4,13934,1281583,137,1111
200425.926176831,"Region10","retail","Hardware Store","September",1,3,0,0,18437,1083190,121,1287
284345.842129551,"Region10","retail","Hardware Store","October",0,0,1,0,13348,1131615,137,1087
253475.84686242,"Region10","retail","Hardware Store","November",2,14,0,3,17495,1344465,153,1686
256819.460890256,"Region10","retail","Computer Store","January",0,0,0,0,16437,1168484,138,1923
256053.978204727,"Region10","retail","Computer Store","February",1,5,1,1,11271,1131300,102,1039
176736.802910455,"Region10","retail","Computer Store","March",2,11,0,4,14071,1684523,177,1885
160085.141262971,"Region10","retail","Computer Store","April",1,5,0,0,19148,1359207,137,1147
351338.433101773,"Region10","retail","Computer Store","May",0,0,0,2,14698,1591738,154,1341
303886.362956837,"Region10","retail","Computer Store","June",0,0,1,0,17381,1074340,124,1466
254499.126714654,"Region10","retail","Computer Store","July",1,4,0,3,10423,1467813,138,1794
231636.932678521,"Region10","retail","Computer Store","August",1,3,0,0,17646,1740974,133,1449
304656.242020428,"Region10","retail","Computer Store","September",1,5,0,0,13727,1135073,135,1018
167582.535091788,"Region10","retail","Computer Store","October",2,7,0,0,15787,1028487,118,1024
351744.577521458,"Region10","retail","Computer Store","November",0,0,0,5,14963,1572457,175,1110
281871.346384287,"Region10","retail","Gaming Zone","January",2,6,0,4,13071,1258620,112,1898
262353.560142219,"Region10","retail","Gaming Zone","February",1,5,0,5,18496,1955352,136,1333
324502.268689685,"Region10","retail","Gaming Zone","March",2,9,0,4,12828,1868696,124,1095
165152.642666362,"Region10","retail","Gaming Zone","April",1,8,0,4,11556,1658918,169,1199
192357.337917201,"Region10","retail","Gaming Zone","May",2,14,0,2,12257,1697411,159,1064
290304.992790334,"Region10","retail","Gaming Zone","June",2,7,0,0,18124,1955066,113,1103
128140.435623936,"Region10","retail","Gaming Zone","July",0,0,0,1,15134,1826819,144,1933
133869.955246337,"Region10","retail","Gaming Zone","August",0,0,0,3,15162,1581700,168,1899
250841.698981822,"Region10","retail","Gaming Zone","September",0,0,0,0,13951,1179048,189,1298
302835.792745464,"Region10","retail","Gaming Zone","October",0,0,0,2,13738,1564029,113,1719
176119.323889725,"Region10","retail","Gaming Zone","November",2,13,0,3,14183,1993649,107,1086
326013.963366859,"Region10","retail","Super MArket","January",2,9,1,3,10901,1442023,179,1700
378460.271074437,"Region10","retail","Super MArket","February",1,8,0,0,11483,1658009,167,1290
177351.402048953,"Region10","retail","Super MArket","March",2,10,0,2,11464,1239028,180,1495
254286.472313106,"Region10","retail","Super MArket","April",2,14,0,0,14948,1271430,192,1320
113878.371589817,"Region10","retail","Super MArket","May",1,4,0,5,12972,1383521,167,1461
190192.915312946,"Region10","retail","Super MArket","June",1,8,1,2,12930,1362523,155,1877
232674.351194873,"Region10","retail","Super MArket","July",0,0,0,3,12046,1310531,133,1401
213885.669689626,"Region10","retail","Super MArket","August",2,10,0,4,12174,1586208,122,1999
370987.381320447,"Region10","retail","Super MArket","September",0,0,0,0,12870,1784913,138,1539
223314.567422494,"Region10","retail","Super MArket","October",1,4,0,5,10190,1524302,135,1967
130773.224309087,"Region10","retail","Super MArket","November",1,8,0,4,15645,1480961,129,1145
255152.286589146,"Region10","retail","Fast Food Centre","January",2,11,0,0,15885,1893936,131,1797
126842.290326022,"Region10","retail","Fast Food Centre","February",1,5,0,0,11627,1502655,168,1108
350911.233620718,"Region10","retail","Fast Food Centre","March",1,6,0,0,11925,1408171,182,1421
339408.189593814,"Region10","retail","Fast Food Centre","April",0,0,1,4,16919,1493799,128,1549
310168.904694729,"Region10","retail","Fast Food Centre","May",0,0,1,2,15512,1204043,109,1522
157517.090975307,"Region10","retail","Fast Food Centre","June",0,0,0,0,10201,1141845,115,1852
174635.251844302,"Region10","retail","Fast Food Centre","July",0,0,0,0,13977,1947458,167,1234
394809.172931127,"Region10","retail","Fast Food Centre","August",2,7,0,0,15103,1816310,149,1495
332713.983673602,"Region10","retail","Fast Food Centre","September",0,0,0,0,18519,1310323,106,1194
273862.387263216,"Region10","retail","Fast Food Centre","October",0,0,0,0,11328,1610260,105,1663
288506.014598534,"Region10","retail","Fast Food Centre","November",0,0,0,1,19990,1197394,190,1354
227795.471739955,"Region10","holding","Retail Store","January",0,0,0,0,15980,1055772,135,1632
192473.25998731,"Region10","holding","Retail Store","February",1,8,1,0,12914,1322430,114,1663
379574.088822119,"Region10","holding","Retail Store","March",1,3,0,3,14882,1198844,159,1613
273055.920354091,"Region10","holding","Retail Store","April",1,4,1,5,15472,1729344,184,1542
160275.89647565,"Region10","holding","Retail Store","May",1,4,0,0,17446,1363715,151,1680
136614.929419011,"Region10","holding","Retail Store","June",2,13,1,0,19509,1416526,118,1583
252634.867047891,"Region10","holding","Retail Store","July",1,4,0,4,11413,1458855,144,1034
200281.141581945,"Region10","holding","Retail Store","August",0,0,0,0,11587,1780942,132,1567
227687.817509286,"Region10","holding","Retail Store","September",1,7,0,2,14470,1038159,170,1978
356761.5338834,"Region10","holding","Retail Store","October",1,4,0,0,19218,1070618,181,1186
320927.719259635,"Region10","holding","Retail Store","November",1,5,0,0,12255,1851150,170,1689
239668.432902545,"Region10","holding","Kirana Store","January",0,0,0,1,14130,1861900,103,1290
150180.723215453,"Region10","holding","Kirana Store","February",2,12,0,1,16971,1627291,189,1905
330107.236513868,"Region10","holding","Kirana Store","March",1,6,0,5,15483,1694227,175,1712
262851.570779458,"Region10","holding","Kirana Store","April",2,11,0,5,11828,1209029,188,1663
140939.261042513,"Region10","holding","Kirana Store","May",2,11,0,2,19837,1614238,185,1288
250330.997095443,"Region10","holding","Kirana Store","June",1,5,1,0,18464,1839251,179,1475
388164.102006704,"Region10","holding","Kirana Store","July",1,6,1,4,12905,1553900,194,1085
148042.929009534,"Region10","holding","Kirana Store","August",0,0,1,2,15958,1982307,108,1092
352361.193695106,"Region10","holding","Kirana Store","September",1,5,0,0,19592,1782173,165,1474
304116.715118289,"Region10","holding","Kirana Store","October",1,3,0,0,14300,1263939,178,1146
297694.496926852,"Region10","holding","Kirana Store","November",0,0,0,3,15972,1010461,200,1291
356511.958246119,"Region10","holding","Hotels","January",1,6,0,4,13925,1790657,148,1264
303401.807928458,"Region10","holding","Hotels","February",1,7,0,2,17461,1133000,110,1151
295176.192885265,"Region10","holding","Hotels","March",1,3,0,3,18361,1050447,158,1889
284380.642743781,"Region10","holding","Hotels","April",1,4,0,1,16469,1667394,136,1127
109814.992011525,"Region10","holding","Hotels","May",1,5,0,0,13374,1493805,106,1377
204686.447628774,"Region10","holding","Hotels","June",0,0,0,5,17993,1575974,168,1163
391307.120677084,"Region10","holding","Hotels","July",2,13,0,5,17723,1111195,106,1457
166656.647017226,"Region10","holding","Hotels","August",0,0,0,4,15641,1543595,170,1345
309713.380876929,"Region10","holding","Hotels","September",1,8,0,5,14851,1207370,100,1742
181130.426120944,"Region10","holding","Hotels","October",2,16,0,3,18102,1765891,135,1593
246949.794632383,"Region10","holding","Hotels","November",2,8,0,0,11581,1527754,184,1030
113221.456343308,"Region10","holding","Restaurants","January",2,12,0,5,15669,1795563,124,1816
252087.821578607,"Region10","holding","Restaurants","February",0,0,0,3,12826,1002799,124,1162
114385.554823093,"Region10","holding","Restaurants","March",2,9,0,1,18494,1761662,102,1495
342864.993331023,"Region10","holding","Restaurants","April",0,0,0,0,19505,1342290,172,1081
111516.152904369,"Region10","holding","Restaurants","May",1,3,0,2,15666,1580347,171,1228
162937.281909399,"Region10","holding","Restaurants","June",1,4,0,0,10522,1227668,114,1873
362629.140820354,"Region10","holding","Restaurants","July",1,7,0,0,18388,1216949,179,1232
162891.623307951,"Region10","holding","Restaurants","August",2,10,0,0,10735,1276519,178,1798
327954.488503747,"Region10","holding","Restaurants","September",1,6,0,0,10127,1666671,115,1221
398972.219694406,"Region10","holding","Restaurants","October",0,0,0,2,18087,1953520,196,1573
311183.377401903,"Region10","holding","Restaurants","November",1,5,0,0,18455,1736540,141,1261
341058.536665514,"Region10","holding","Airline","January",1,3,0,1,13908,1736426,166,1083
214036.669884808,"Region10","holding","Airline","February",1,4,0,0,19959,1755570,129,1543
175436.402461492,"Region10","holding","Airline","March",2,15,0,0,19820,1712599,139,1558
203936.504642479,"Region10","holding","Airline","April",0,0,0,4,17992,1840003,150,1254
242847.462673672,"Region10","holding","Airline","May",1,6,0,1,14093,1046772,164,1320
271282.713650726,"Region10","holding","Airline","June",1,8,0,0,14623,1234243,190,1298
289760.462241247,"Region10","holding","Airline","July",2,10,0,2,19768,1139106,141,1017
386914.041591808,"Region10","holding","Airline","August",0,0,1,5,16285,1599913,172,1866
393794.959015213,"Region10","holding","Airline","September",0,0,0,4,15023,1272883,150,1487
346804.192848504,"Region10","holding","Airline","October",1,4,0,0,13441,1175691,133,1549
251156.176673248,"Region10","holding","Airline","November",0,0,0,4,19212,1280603,124,1366
221268.427651376,"Region10","holding","Hardware Store","January",1,6,0,0,19127,1589301,140,1668
293167.976057157,"Region10","holding","Hardware Store","February",0,0,0,0,12075,1641391,181,1417
279041.988868266,"Region10","holding","Hardware Store","March",0,0,0,2,16970,1548022,118,1155
121105.230064131,"Region10","holding","Hardware Store","April",1,4,0,2,16359,1793787,103,1338
109052.249928936,"Region10","holding","Hardware Store","May",0,0,1,0,16054,1733703,100,1448
179104.188061319,"Region10","holding","Hardware Store","June",0,0,0,4,16016,1361923,157,1588
143963.116430677,"Region10","holding","Hardware Store","July",1,3,1,0,17298,1401239,126,1119
338149.963039905,"Region10","holding","Hardware Store","August",1,7,0,2,19503,1497271,168,1351
201056.421804242,"Region10","holding","Hardware Store","September",0,0,0,0,18816,1127347,170,1441
102243.52828227,"Region10","holding","Hardware Store","October",0,0,0,0,12542,1678764,166,1195
325729.343411513,"Region10","holding","Hardware Store","November",0,0,0,0,18996,1099350,105,1952
311460.707476363,"Region10","holding","Computer Store","January",0,0,0,0,14267,1074492,177,1575
357448.355411179,"Region10","holding","Computer Store","February",1,7,0,0,11085,1917253,138,1311
282522.432226688,"Region10","holding","Computer Store","March",1,4,0,0,12080,1474471,151,1821
256100.676162168,"Region10","holding","Computer Store","April",0,0,0,0,19441,1817164,176,1437
178135.087504052,"Region10","holding","Computer Store","May",1,6,1,1,15322,1524822,184,1515
222362.405993044,"Region10","holding","Computer Store","June",1,7,0,4,17659,1077354,194,1630
398334.809625521,"Region10","holding","Computer Store","July",1,6,0,0,18367,1307511,153,1259
193308.063596487,"Region10","holding","Computer Store","August",2,14,0,5,17828,1486285,105,1079
251825.091312639,"Region10","holding","Computer Store","September",2,10,0,3,16068,1618736,102,1833
246628.454187885,"Region10","holding","Computer Store","October",2,10,0,1,10637,1164975,140,1829
222293.231473304,"Region10","holding","Computer Store","November",2,14,0,1,15295,1885514,117,1874
275367.95057822,"Region10","holding","Gaming Zone","January",0,0,0,0,17511,1634395,118,1749
264352.925610729,"Region10","holding","Gaming Zone","February",1,7,1,1,11330,1882027,108,1586
177839.359710924,"Region10","holding","Gaming Zone","March",0,0,0,0,12858,1652896,122,1921
294714.704854414,"Region10","holding","Gaming Zone","April",2,14,0,0,18994,1059271,151,1856
312627.428863198,"Region10","holding","Gaming Zone","May",0,0,0,5,14490,1035552,112,1304
126079.844892956,"Region10","holding","Gaming Zone","June",0,0,0,5,19071,1712481,125,1180
351605.198625475,"Region10","holding","Gaming Zone","July",1,7,1,0,15704,1469627,147,1819
271656.987769529,"Region10","holding","Gaming Zone","August",1,5,0,0,19169,1872864,170,1650
187650.561076589,"Region10","holding","Gaming Zone","September",0,0,0,0,16444,1711005,183,1967
233929.463033564,"Region10","holding","Gaming Zone","October",1,6,0,5,10928,1740013,114,1280
336577.603709884,"Region10","holding","Gaming Zone","November",2,9,0,1,16218,1086496,128,1132
324567.889142781,"Region10","holding","Super MArket","January",1,4,0,0,11701,1733717,189,1362
178005.456132814,"Region10","holding","Super MArket","February",1,7,1,0,12643,1722621,126,1916
345971.982460469,"Region10","holding","Super MArket","March",2,6,0,3,12520,1273159,109,1947
190153.902652673,"Region10","holding","Super MArket","April",1,6,1,5,18583,1906096,161,1262
320336.577575654,"Region10","holding","Super MArket","May",1,7,0,5,11869,1607150,162,1303
396601.263503544,"Region10","holding","Super MArket","June",0,0,0,2,10367,1912527,135,1251
160513.523779809,"Region10","holding","Super MArket","July",2,6,0,0,19047,1272458,152,1723
112524.021160789,"Region10","holding","Super MArket","August",1,4,0,0,13778,1883410,152,1812
174496.026965789,"Region10","holding","Super MArket","September",1,8,0,0,15124,1902841,135,1717
225104.761170223,"Region10","holding","Super MArket","October",1,5,0,2,16581,1154996,151,1838
